FID,rwe_id,rwe_type,rwe_closure_type,rwe_status,rwe_start_dt,rwe_end_dt,rwe_publish_text,subject_pref_rdname,start_pref_rdname,end_pref_rdname,lrs_start_locality,lrs_end_locality,lrs_rmaclass,lrs_srns,lrs_lga,lrs_ses_region,lrs_melway,lrs_vcsd,geom,works_type,traffic_delay,speed_limit,lanes_affected,days_applicable,dt_modified,dt_created,rwe_point,timestamp,processed_time
rwe_point.154539,154539,Utility works,1 lane closed both directions,Pending,2017-12-31T20:30:00,2018-12-31T04:30:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,AVALON ROAD ,,AVALON,,FW,M1,GEELONG,BARWON (SOUTH WEST),423H8,444F9,point,continuous works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-05-04T01:04:21,2016-12-13T00:04:15,POINT (144.430739063902 -38.0306187486447),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.158227,158227,Road construction, road closed,Pending,2018-04-11T21:00:00,2018-11-12T07:00:00,Monday to Saturday daily works from 07:00 AM to 06:00 PM. Roadworks speed limit nil. Traffic delay 0 to 5 min. ,CHURCH STREET ,,,CREMORNE,,AO,,YARRA,MELBOURNE METROPOLITAN (CENTRAL),2GK11,437C9,point,daily works,0 to 5 min,0,1,1;2;3;4;5;6,2018-04-11T04:53:30,2017-03-08T03:22:59,POINT (144.99744953639 -37.8283799447174),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.131191,131191,Sporting/social event, road closed,Pending,2015-05-28T20:00:00,2020-05-28T16:00:00,Lane closures on Spencer St to allow for safe exit of pedestrians from Etihad Stadium during EVENTS ONLY. Check Etihad Stadium website for dates and times. ,SPENCER STREET ,COLLINS STREET ,,DOCKLANDS,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2FA6,437A9,point,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-08-19T06:30:00,2016-11-04T00:59:23,POINT (144.954134561813 -37.8190386696175),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.162555,162555,Road construction,1 lane closed both directions,Pending,2017-06-13T14:00:00,2018-08-30T14:00:00,Wingrove St access closed from Grange Rd for Level Crossing Removal work.,GRANGE ROAD ,WINGROVE STREET ,,ALPHINGTON,,AO,,DAREBIN,MELBOURNE METROPOLITAN (CENTRAL),31B10,437D7,point,continuous works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-02-20T06:11:10,2017-06-13T01:08:13,POINT (145.025108404 -37.779009822),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.163079,163079,Utility works,1 lane closed both directions,Pending,2017-10-29T18:00:00,2018-10-29T18:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,DOUGLAS PARADE ,HOBSON STREET ,,NEWPORT,,AO,,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),56B3,436J10,point,continuous works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-08-07T07:21:16,2017-06-22T04:54:58,POINT (144.893030554802 -37.8405300488319),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.131204,131204,Sporting/social event, road closed,Pending,2015-05-28T20:00:00,2020-05-29T08:00:00,Lane closures on Spencer St to allow for safe exit of pedestrians from Etihad Stadium during EVENTS ONLY. Check Etihad Stadium website for dates and times. ,SPENCER STREET ,COLLINS STREET ,,DOCKLANDS,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2FA6,437A9,point,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-08-19T06:31:37,2016-11-04T00:07:55,POINT (144.954130512349 -37.819029856265),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.130945,130945,Sporting/social event, road closed,Pending,2015-05-25T08:00:00,2020-05-28T16:00:00,Lane closures on Spencer St to allow for safe exit of pedestrians from Etihad Stadium during EVENTS ONLY. Check Etihad Stadium website for dates and times. ,SPENCER STREET ,WURUNDJERI WAY ,,DOCKLANDS,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2FA6,437A9,point,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-02-20T06:11:56,2016-11-03T23:50:54,POINT (144.953812978107 -37.8183391339599),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.159959,159959,Road maintenance,3 lanes closed northbound,Pending,2017-05-01T11:00:00,2019-04-29T19:00:00,other daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,WESTERN RING ROAD ,WESTERN RING OUT-WESTERN RAMP OF,,DEER PARK,,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),25J9,436D7,point,daily works,Greater than 10 min,40,3,1;2;3;4;7,2018-05-14T18:39:28,2017-04-17T23:47:32,POINT (144.793960022688 -37.7751699924056),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.164100,164100,Road maintenance,1 lane closed northbound,Pending,2017-11-29T22:30:00,2018-10-30T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,GEELONG RING ROAD ,ANAKIE ROAD ,,LOVELY BANKS,,FW,M1,GEELONG,BARWON (SOUTH WEST),431F8,444B12,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-29T01:01:50,2017-07-17T04:00:22,POINT (144.334164222998 -38.0777809965009),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.163272,163272,Utility works,1 lane closed both directions,Pending,2018-03-26T18:00:00,2018-10-29T18:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,DOUGLAS PARADE ,NORTH ROAD ,,NEWPORT,,AO,,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),56B4,436J10,point,continuous works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-08-22T07:00:40,2017-06-27T05:15:43,POINT (144.892295035827 -37.845110467786),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.131203,131203,Sporting/social event, road closed,Pending,2015-05-28T20:00:00,2020-05-29T08:00:00,Lane closures on Spencer St to allow for safe exit of pedestrians from Etihad Stadium during EVENTS ONLY. Check Etihad Stadium website for dates and times. ,SPENCER STREET ,COLLINS STREET ,,DOCKLANDS,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2FA6,437A9,point,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-02-20T06:14:39,2016-11-03T23:52:44,POINT (144.954139802306 -37.819050060292),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179971,179971,Utility works,all lanes closed both directions,Pending,2018-06-29T09:30:00,2018-09-15T20:00:00,Full week including weekends - Sunday to Saturday daily works from 07:30 PM to 06:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,CAMP ROAD ,BLAIR STREET ,,BROADMEADOWS,,AO,,HUME,MELBOURNE METROPOLITAN (CENTRAL),6 J9,78 G4,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-09T13:58:05,2018-06-16T03:18:46,POINT (144.926829298364 -37.6861335956879),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.166922,166922,Road maintenance, ,Active,2018-01-28T23:00:00,2019-01-10T08:00:00,Full week including weekends - Sunday to Saturday daily works from 10:00 AM to 07:00 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,SWAN STREET ,EASTERN DRIVE ,,BURNLEY,,AO,,YARRA,MELBOURNE METROPOLITAN (CENTRAL),45 A11,437 D9,point,daily works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-07-31T00:34:55,2017-09-15T01:13:56,POINT (145.020920083573 -37.8264570920794),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.137985,137985,Road maintenance,1 lane closed northbound,Pending,2016-01-28T22:00:00,2019-01-28T04:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,PENINSULA LINK FREEWAY ,,DROMANA,,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),159D9,467B2,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-23T05:34:54,2015-11-19T02:01:15,POINT (144.946760648271 -38.345001298335),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.166464,166464,Road construction, ,Pending,2018-07-03T23:30:00,2018-12-06T04:30:00,Plenty Road closed south of Mernda Village Drive each weekend for the next 3 weeks starting 09/09/2017 6:30am on Saturday to 8:00pm on Sunday (continuously). Detour via Schotters Road. Delays expected.,PLENTY ROAD ,MERNDA VILLAGE DRIVE ,,MERNDA,,AO,C727,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),390 J8,79 C3,point,continuous works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-07T04:59:51,2017-09-05T03:45:45,POINT (145.101605990375 -37.5945995522113),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.166227,166227,Utility works,1 lane closed both directions,Pending,2018-04-09T20:30:00,2018-09-29T20:30:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,DOUGLAS PARADE ,BURLEIGH STREET ,,SPOTSWOOD,,AO,,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),56 B2,78 G7,point,continuous works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-08-15T06:17:38,2017-08-30T06:36:10,POINT (144.894208823712 -37.8361496413324),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179064,179064,Road construction, road closed,Pending,2018-06-04T21:30:00,2018-08-30T07:30:00,Full week including weekends - Sunday to Saturday daily works from 07:30 AM to 05:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,GHAZEEPORE ROAD ,GROSSMANS ROAD ,,BELLBRAE,,MU,,SURF COAST,BARWON (SOUTH WEST),505 B2,93 F7,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-05-29T05:10:52,2018-05-29T05:06:08,POINT (144.28220401116 -38.3180002852035),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179176,179176,Road construction, road closed,Pending,2018-05-27T21:00:00,2018-11-30T06:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,SOUTH GIPPSLAND HIGHWAY ,MAIN ROAD ,,BENA,,AH,A440,SOUTH GIPPSLAND,GIPPSLAND (EAST),,96 E8,point,continuous works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-05-31T04:41:48,2018-05-31T04:35:12,POINT (145.76622126764 -38.4106486343345),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.172776,172776,Road construction, expect delays,Pending,2018-05-04T21:00:00,2018-09-30T07:30:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,DANDENONG-HASTINGS ROAD ,ROBINSONS ROAD ,,LANGWARRIN,,AH,A780,"CASEY, FRANKSTON",MELBOURNE METROPOLITAN (CENTRAL),140 E1,458 E5,point,continuous works,6 to 10 min,40,2,1;2;3;4;5;7;6,2018-08-21T06:01:59,2018-01-25T02:13:05,POINT (145.218703058978 -38.1851103618732),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179840,179840,Road maintenance,1 lane closed both directions,Pending,2018-06-14T21:00:00,2018-09-04T07:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 05:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,WATSON STREET ,,WALLAN,,FW,M31,MITCHELL,HUME (NORTH EAST),646 E11,60 H8,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-28T04:17:52,2018-06-14T05:09:59,POINT (144.994755798095 -37.4177475066521),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.170314,170314,Road maintenance, road closed,Pending,2018-04-11T21:00:00,2019-07-06T07:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 05:00 PM. Roadworks speed limit nil. Traffic delay 0 to 5 min. ,HAMPTON STREET ,PINE STREET ,,BRIGHTON,,AO,,BAYSIDE,MELBOURNE METROPOLITAN (CENTRAL),76 G1,79 B8,point,daily works,0 to 5 min,0,0,1;2;3;4;5;7;6,2018-04-11T06:57:30,2017-11-27T23:49:21,POINT (145.005928348866 -37.9195997963814),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.177671,177671,Utility works,2 lanes closed both directions,Pending,2018-05-04T14:00:00,2018-08-31T14:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,ESPLANADE  ,DENDY STREET ,,BRIGHTON,,AO,,BAYSIDE,MELBOURNE METROPOLITAN (CENTRAL),76 C1,78 H8,point,continuous works,Greater than 10 min,40,2,1;2;3;4;5;7;6,2018-06-06T03:15:26,2018-05-01T05:51:23,POINT (144.987985448332 -37.9188902930127),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.174647,174647,Road construction, road closed,Pending,2018-04-10T21:00:00,2018-08-26T21:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 07:00 AM. Roadworks speed limit nil. Traffic delay nil. ,HORSESHOE BEND ROAD ,RESERVE ROAD ,,CHARLEMONT,,MU,,GEELONG,BARWON (SOUTH WEST),466 B8,454 D7,point,daily works,Nil,0,0,1;2;3;4;5;7;6,2018-08-07T02:39:36,2018-03-02T05:41:47,POINT (144.360887239034 -38.207189679481),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173117,173117,Road construction,2 lanes closed eastbound,Pending,2018-07-31T23:00:00,2018-08-31T06:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 AM to 04:00 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,DANDENONG ROAD E,DANDENONG ROAD E,,FRANKSTON,,AH,,FRANKSTON,MELBOURNE METROPOLITAN (CENTRAL),99 F10,457 J2,point,daily works,Greater than 10 min,40,2,1;2;3;4;5;7;6,2018-08-01T08:17:46,2018-02-02T01:14:41,POINT (145.131890292054 -38.1301801167908),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.167968,167968,Utility works,1 lane closed southbound,Pending,2018-05-06T19:00:00,2018-11-29T18:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,DOUGLAS PARADE ,CRAIG STREET ,,SPOTSWOOD,,AO,,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),56 B1,78 G7,point,continuous works,Greater than 10 min,40,1,1;2;3;4;5;7;6,2018-08-22T07:00:53,2017-10-10T01:22:02,POINT (144.895105743604 -37.8326499915393),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180671,180671,Road construction, road closed,Pending,2018-06-28T10:30:00,2018-09-27T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:30 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,ROYAL PARADE ,STORY STREET ,,PARKVILLE,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2B B7,437 A8,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-16T15:28:53,2018-06-27T07:48:56,POINT (144.957765252273 -37.7980704106886),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.168814,168814,Road construction, road closed,Pending,2018-07-09T11:30:00,2019-06-29T19:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,HEATHERTON ROAD ,MONS PARADE ,,NOBLE PARK,,AO,,DANDENONG,MELBOURNE METROPOLITAN (CENTRAL),89 E1,448 C5,point,daily works,6 to 10 min,40,0,1;2;3;4;5;7;6,2018-07-09T01:23:21,2017-10-25T07:03:08,POINT (145.17410928396 -37.9651137492202),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181439,181439,Utility works, road closed,Pending,2018-07-12T23:30:00,2018-09-13T05:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,SACKVILLE STREET ,BURKE ROAD ,,KEW,,MU,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),45 J8,437 F9,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-07-12T05:50:58,2018-07-12T05:48:52,POINT (145.059899875403 -37.8140206530791),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178352,178352,Road maintenance,1 lane closed southbound,Pending,2018-06-30T21:30:00,2018-10-01T06:30:00,other daily works from 07:30 AM to 04:30 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,LOWER PLENTY ROAD ,CANTALA AVENUE ,,ROSANNA,,AH,,BANYULE,MELBOURNE METROPOLITAN (CENTRAL),20 C11,79 C5,point,daily works,Greater than 10 min,40,1,7,2018-05-15T07:37:37,2018-05-15T07:35:40,POINT (145.076966484762 -37.7360461245815),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181440,181440,Road construction, road closed,Pending,2018-08-19T23:00:00,2018-09-03T05:30:00,Full week including weekends - Sunday to Saturday daily works from 09:00 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,OVERTON ROAD ,OVERTON ROAD ,,FRANKSTON,,AH,,FRANKSTON,MELBOURNE METROPOLITAN (CENTRAL),99 F10,457 J2,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-09T01:53:37,2018-07-12T06:09:14,POINT (145.131680338895 -38.1301292038436),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181142,181142,Road maintenance, ,Pending,2018-07-09T23:30:00,2018-10-24T04:30:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,STATION STREET ,CHRISTMAS STREET ,,FAIRFIELD,,AO,,DAREBIN,MELBOURNE METROPOLITAN (CENTRAL),30 K7,79 B6,point,continuous works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-15T00:40:48,2018-07-08T23:46:02,POINT (145.020055389122 -37.767469512609),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180183,180183,Road maintenance,1 lane closed westbound,Pending,2018-06-30T23:00:00,2018-10-30T03:00:00,other daily works from 09:00 AM to 02:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES HIGHWAY ,POINT WILSON-PRINCES IN RAMP ON,,POINT WILSON,,FW,M1,GEELONG,BARWON (SOUTH WEST),,78 A9,point,daily works,0 to 5 min,40,1,1;2;3;4;7,2018-08-15T21:33:42,2018-06-20T22:33:34,POINT (144.533539901808 -37.9819798699868),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180184,180184,Road maintenance,1 lane closed eastbound,Pending,2018-06-30T23:00:00,2018-09-01T06:00:00,other daily works from 09:00 AM to 04:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES HIGHWAY ,BEACH ROAD ,,AVALON,,FW,M1,GEELONG,BARWON (SOUTH WEST),424 F3,444 H8,point,daily works,0 to 5 min,40,1,1;2;3;4;7,2018-07-04T21:30:03,2018-06-20T22:38:45,POINT (144.466801197163 -38.0139115988899),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173725,173725,Utility works, road closed,Pending,2018-06-16T23:30:00,2018-11-06T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,TOORAK ROAD ,WATTLE VALLEY ROAD EXT,,CAMBERWELL,,AH,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),60 D5,437 G10,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-06-16T03:16:13,2018-02-14T21:36:54,POINT (145.079520538145 -37.8485371773028),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.173755,173755,Road construction,1 lane closed southbound,Pending,2018-05-10T20:00:00,2018-08-31T08:00:00,Monday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,TULLAMARINE FREEWAY ,DEPARTURE-CENTRE-TULLAMARINE OUT RAMP ON,,MELBOURNE AIRPORT,,FW,M2,HUME,MELBOURNE METROPOLITAN (CENTRAL),5 C3,426 G13,point,continuous works,0 to 5 min,40,1,1;2;3;4;5;6,2018-05-24T16:09:59,2018-02-15T03:26:51,POINT (144.855491644893 -37.6654900056912),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178269,178269,Road construction, road closed,Pending,2018-05-20T23:30:00,2018-09-26T05:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,VICTORIA STREET ,LENNOX STREET ,,RICHMOND,,AO,,YARRA,MELBOURNE METROPOLITAN (CENTRAL),2G K1,437 C8,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-07-13T04:58:28,2018-05-14T06:35:38,POINT (144.996039540146 -37.8100928115622),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180709,180709,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-29T14:00:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 12:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN RING ROAD ,WESTERN RING OUT-CALDER IN RAMP ,,KEILOR EAST,,FW,M80,BRIMBANK,MELBOURNE METROPOLITAN (CENTRAL),15 C10,436 G4,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-22T16:41:44,2018-06-28T02:01:55,POINT (144.854029116842 -37.7323095485355),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180704,180704,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-29T16:00:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 02:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WEST GATE FREEWAY ,WEST GATE OUT-WESTERN RING OUT RAMP ,,ALTONA NORTH,,FW,M1,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),40 E12,78 F7,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-21T17:20:54,2018-06-28T01:31:30,POINT (144.818297812251 -37.8272771740607),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.176293,176293,Utility works,1 lane closed northbound,Pending,2018-04-08T21:00:00,2018-10-04T21:00:00,Monday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,LINDENOW-GLENALADALE ROAD ,SNOBBS ROAD ,,LINDENOW SOUTH,,AO,C602,EAST GIPPSLAND,GIPPSLAND (EAST),,83 H7,point,continuous works,6 to 10 min,40,1,1;2;3;4;5;6,2018-07-17T04:54:10,2018-04-05T04:48:16,POINT (147.436444236571 -37.816510627011),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181118,181118,Road maintenance, road closed,Pending,2018-07-08T21:00:00,2018-08-31T07:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,GLENFERRIE ROAD ,WATTLE ROAD ,,HAWTHORN,,AO,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),45 D11,79 B7,point,continuous works,0 to 5 min,60,0,1;2;3;4;5;7;6,2018-08-23T06:42:49,2018-07-06T05:58:10,POINT (145.0348205309 -37.8254700624977),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180723,180723,Road maintenance,1 lane closed both directions,Pending,2018-07-01T11:00:00,2018-09-29T18:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 PM to 04:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,EASTERN FREEWAY ,EASTERN OUT-BULLEEN RAMP OF,,BALWYN NORTH,,FW,M3,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),32 C11,79 C6,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-29T05:32:44,2018-06-28T04:08:25,POINT (145.074348067282 -37.7818174262454),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.167863,167863,Utility works, road closed,Pending,2017-10-05T19:00:00,2018-09-07T08:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,DARTS ROAD ,SCHOOL,,PORTLAND NORTH,,MU,,GLENELG,BARWON (SOUTH WEST),,88 B7,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-02-20T06:34:36,2017-10-08T20:49:30,POINT (141.583980127975 -38.3150008761566),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180559,180559,Road maintenance,1 lane closed inbound,Pending,2018-06-27T00:00:00,2018-12-30T03:00:00,Weekdays only - Monday to Friday daily works from 10:00 AM to 02:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,PENINSULA LINK IN-NEPEAN RAMP OF,,SAFETY BEACH,,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),151 B10,95 B6,point,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-08-06T08:31:36,2018-06-26T04:41:27,POINT (145.027579188562 -38.3033091042512),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179893,179893,Road maintenance,2 lanes closed westbound,Pending,2018-06-23T12:00:00,2018-09-29T19:00:00,other daily works from 10:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,EASTERN FREEWAY ,THOMPSONS-EASTERN OUT RAMP ON,,BALWYN NORTH,,FW,M3,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),32 G11,79 C6,point,daily works,0 to 5 min,40,2,1;2;3;4;7,2018-08-22T06:02:05,2018-06-15T01:37:21,POINT (145.093939756857 -37.7795915233673),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179902,179902,Road maintenance, road closed,Pending,2018-06-22T12:00:00,2018-09-29T19:00:00,other daily works from 10:00 PM to 05:00 AM. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,EASTERN FREEWAY ,BULLEEN ROAD ,,BALWYN NORTH,,FW,M3,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),32 D11,79 C6,point,daily works,0 to 5 min,60,1,1;2;3;4;7,2018-08-22T06:10:44,2018-06-15T01:48:29,POINT (145.078531414196 -37.780153537427),2018-08-23T15:13:28,2018-08-23T15:15:30.772
