FID,rwe_id,rwe_type,rwe_closure_type,rwe_status,rwe_start_dt,rwe_end_dt,rwe_publish_text,subject_pref_rdname,start_pref_rdname,end_pref_rdname,lrs_start_locality,lrs_end_locality,lrs_rmaclass,lrs_srns,lrs_lga,lrs_ses_region,lrs_melway,lrs_vcsd,geom,works_type,traffic_delay,speed_limit,lanes_affected,days_applicable,dt_modified,dt_created,rwe_point,timestamp,processed_time
rwe_point.180732,180732,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-30T13:59:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 11:59 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WESTERN FREEWAY ,CHRISTIES ROAD ,,RAVENHALL,,FW,M8,MELTON,MELBOURNE METROPOLITAN (CENTRAL),358 G6,436 B6,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-07-12T16:15:04,2018-06-28T05:27:08,POINT (144.739319615332 -37.7616801842828),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180700,180700,Utility works,1 lane closed southbound,Active,2018-08-07T08:00:00,2018-11-27T07:00:00,"Major Sewer Upgrade. 1 lane closed southbound on Spencer St at Lonsdale St, Bourke St and Flinders Lane from 6PM Tues 7 August 2018 to Nov 2018. Delay expected.People who would normally use Spencer St are advised to plan their journey as delays are expected. Traffic on Dynon Rd is also likely to be impacted.Footscray Rd, King St and Wurundjeri Way are alternative routes that will help minimise delays.",SPENCER STREET ,BOURKE STREET ,,DOCKLANDS,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),43 E9,437 A9,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-07T10:15:01,2018-06-28T01:17:36,POINT (144.953238904022 -37.8170903106589),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178238,178238,Road construction,1 lane closed both directions,Pending,2018-05-14T21:00:00,2018-08-31T07:30:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,MCKOY STREET ALT,,WEST WODONGA,,FW,"M31, B400",WODONGA,HUME (NORTH EAST),,35 F3,point,continuous works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-23T07:08:33,2018-05-14T02:58:30,POINT (146.825492643839 -36.1025471638426),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.178624,178624,Road construction, lanes closed eastbound,Pending,2018-05-21T23:00:00,2018-09-22T05:30:00,Weekdays only - Monday to Friday continuous works 24 hours a day. Roadworks speed limit 60 km/h. Traffic delay 0 to 5 min. ,EASTERN FREEWAY ,TRENERRY CRESCENT ,,CLIFTON HILL,,FW,M3,YARRA,MELBOURNE METROPOLITAN (CENTRAL),44 F3,79 B6,point,continuous works,0 to 5 min,60,0,1;2;3;4;5,2018-07-27T02:56:50,2018-05-21T04:35:13,POINT (145.002159087527 -37.794928062444),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181074,181074,Road construction, road closed,Active,2018-07-15T14:00:00,2018-08-31T02:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 50 km/h. Traffic delay nil. ,THE ESPLANADE  ,THOMPSON AVENUE ,,COWES,,MU,,BASS COAST,GIPPSLAND (EAST),731 K2,468 F8,point,continuous works,Nil,50,0,1;2;3;4;5;7;6,2018-08-13T23:14:56,2018-07-06T00:51:50,POINT (145.238990008132 -38.4480637449521),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181042,181042,Road construction,1 lane closed westbound,Active,2018-08-03T11:00:00,2018-08-23T19:30:00,Full week including weekends - Sunday to Saturday daily works from 09:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,OHERNS ROAD ,EPPING ROAD ,,EPPING,,MU,,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),182 B8,79 B4,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-23T10:55:05,2018-07-06T00:24:05,POINT (145.026359999011 -37.637679904656),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.170285,170285,Road construction, road closed,Pending,2018-07-10T09:00:00,2019-06-29T20:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 PM to 06:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,WILLESDEN ROAD ,POATH ROAD ,,MURRUMBEENA,,MU,,"MONASH, GLEN EIRA",MELBOURNE METROPOLITAN (CENTRAL),69 C6,79 C8,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-10T06:20:53,2017-11-27T06:01:58,POINT (145.076828704 -37.8942918044022),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180658,180658,Road construction, ,Pending,2018-07-31T23:00:00,2018-08-31T05:30:00,Full week including weekends - Sunday to Saturday daily works from 09:00 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,OVERTON ROAD ,DANDENONG ROAD W,,FRANKSTON,,AH,,FRANKSTON,MELBOURNE METROPOLITAN (CENTRAL),99 F10,457 J2,point,daily works,Greater than 10 min,40,0,1;2;3;4;5;7;6,2018-08-01T08:21:08,2018-06-27T06:15:46,POINT (145.131671393129 -38.1301267902707),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181445,181445,Utility works, road closed,Pending,2018-07-13T11:00:00,2018-11-21T19:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 PM to 06:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HIGH STREET ,JOHNSTON STREET ,,ASHBURTON,,AO,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),60 C9,79 C7,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-13T17:58:29,2018-07-12T06:56:54,POINT (145.07555928878 -37.8629236951397),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180581,180581,Road maintenance,1 lane closed inbound,Pending,2018-06-26T23:30:00,2018-12-30T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,MORNINGTON PENINSULA FREEWAY ,,MOUNT MARTHA,,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),152 A1,95 C6,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-06T08:33:53,2018-06-26T07:01:00,POINT (145.064739338246 -38.2730385525753),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180938,180938,Road construction, road closed,Pending,2018-07-03T21:00:00,2018-10-14T06:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 05:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,KINGS WAY ,CITY ROAD ,,SOUTHBANK,,AH,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2F D10,437 A9,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-07-03T06:04:35,2018-07-03T06:02:10,POINT (144.960371979833 -37.8257987518834),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180900,180900,Road construction, road closed,Pending,2018-07-03T21:00:00,2018-09-03T09:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUNTINGDALE ROAD ,RAILWAY AVENUE ,,OAKLEIGH,,AO,,MONASH,MELBOURNE METROPOLITAN (CENTRAL),69 J10,79 C8,point,continuous works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-06T06:08:56,2018-07-03T02:08:29,POINT (145.103523018144 -37.9109303671566),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.172249,172249,Road maintenance,1 lane closed northbound,Active,2018-01-17T20:00:00,2018-09-29T21:00:00,Monday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay greater than 10 min. ,SOUTH GIPPSLAND HIGHWAY ,KOONWARRA-INVERLOCH ROAD ,,KOONWARRA,,AH,A440,SOUTH GIPPSLAND,GIPPSLAND (EAST),,102 J2,point,continuous works,Greater than 10 min,40,1,1;2;3;4;5;6,2018-07-29T22:50:53,2018-01-15T06:29:15,POINT (145.947530597877 -38.5462897956997),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.171659,171659,Road maintenance,1 lane closed both directions,Pending,2018-02-02T22:30:00,2019-02-03T04:00:00,Weekdays only - Monday to Friday daily works from 09:30 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MORNINGTON PENINSULA FREEWAY ,MORNINGTON PENINSULA FREEWAY ,,TUERONG,,FW,M11,MORNINGTON PENINSULA,MELBOURNE METROPOLITAN (CENTRAL),151 K2,457 G10,point,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-02-20T06:40:23,2018-01-02T03:21:55,POINT (145.063567741349 -38.2740473797848),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180737,180737,Road maintenance,2 lanes closed both directions,Pending,2018-06-30T14:00:00,2018-09-29T14:00:00,Full week including weekends - Sunday to Saturday daily works from 12:00 AM to 12:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,EASTERN FREEWAY ,EASTERN OUT-BULLEEN RAMP OF,,BALWYN NORTH,,FW,M3,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),32 C11,79 C6,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-06-29T05:23:30,2018-06-28T06:10:53,POINT (145.074320437026 -37.7818305711797),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.179013,179013,Road construction,1 lane closed both directions,Pending,2018-05-29T10:00:00,2018-09-29T19:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MONASH FREEWAY ,MONASH OUT-BLACKBURN RAMP OF,,MOUNT WAVERLEY,,FW,M1,MONASH,MELBOURNE METROPOLITAN (CENTRAL),70 G6,79 D8,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-02T18:04:11,2018-05-28T05:46:02,POINT (145.138090113642 -37.8935093337847),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181577,181577,Road maintenance,1 lane closed both directions,Pending,2018-07-01T02:00:00,2019-06-30T02:00:00,Full week including weekends - Sunday to Saturday daily works from 12:00 PM to 12:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,EASTLINK  ,MAROONDAH HIGHWAY ,,RINGWOOD,,FW,M3,MAROONDAH,MELBOURNE METROPOLITAN (CENTRAL),49 E9,79 E7,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-16T07:51:38,2018-07-16T04:49:35,POINT (145.216557041908 -37.8166002613558),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.180242,180242,Road maintenance,1 lane closed northbound,Pending,2018-06-21T11:00:00,2018-08-25T19:00:00,Full week including weekends - Sunday to Saturday daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,WATSON-HUME OUT RAMP ON,,WALLAN,,FW,M31,MITCHELL,HUME (NORTH EAST),646 G9,417 C10,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-06-21T06:56:16,2018-06-21T06:44:21,POINT (145.005623460815 -37.4103250935353),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181625,181625,Road construction, road closed,Pending,2018-08-10T20:00:00,2018-09-02T09:00:00,Weekend only - Saturday and Sunday daily works from 06:00 AM to 07:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BELGRAVE ROAD ,WAVERLEY ROAD ,,MALVERN EAST,,AO,,STONNINGTON,MELBOURNE METROPOLITAN (CENTRAL),69 A2,79 C8,point,daily works,0 to 5 min,40,0,7;6,2018-07-27T04:35:12,2018-07-17T02:16:08,POINT (145.068509654846 -37.8791599549731),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182915,182915,Road maintenance,2 lanes closed both directions,Pending,2018-08-07T20:00:00,2018-12-15T07:00:00,Weekdays only - Monday to Friday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 6 to 10 min. ,PRINCES HIGHWAY ,KENYONS LANE ,,FLYNN,,AH,A1,LATROBE,GIPPSLAND (EAST),,98 B4,point,continuous works,6 to 10 min,40,2,1;2;3;4;5,2018-08-13T06:17:58,2018-08-13T04:03:43,POINT (146.613320776911 -38.181822746715),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183349,183349,Road construction, road closed,Pending,2018-08-24T09:00:00,2019-09-16T19:30:00,Full week including weekends - Sunday to Saturday daily works from 07:00 PM to 05:30 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,KOORNANG ROAD ,MORTON AVENUE ,,CARNEGIE,,MU,,GLEN EIRA,MELBOURNE METROPOLITAN (CENTRAL),68 J4,437 F13,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-22T05:16:27,2018-08-22T02:56:21,POINT (145.05769632444 -37.8858695704788),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183157,183157,Road construction, road closed,Active,2018-08-17T20:00:00,2018-09-15T08:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 06:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,KOORNANG ROAD ,MORTON AVENUE ,,CARNEGIE,,MU,,GLEN EIRA,MELBOURNE METROPOLITAN (CENTRAL),68 J4,437 F13,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-18T12:57:44,2018-08-17T02:52:06,POINT (145.057688863676 -37.8859098657404),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181951,181951,Utility works,1 lane closed both directions,Pending,2018-08-20T23:30:00,2018-10-24T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,GEELONG RING ROAD ,HAMILTON HIGHWAY ,,FYANSFORD,,FW,M1,GEELONG,BARWON (SOUTH WEST),450 H2,453 J4,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-07-23T06:10:34,2018-07-23T06:08:23,POINT (144.295331075297 -38.1414201929291),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182641,182641,Road maintenance, road closed,Pending,2018-08-09T23:30:00,2018-11-10T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,MALVERN ROAD ,PLANT STREET ,,MALVERN,,AO,,STONNINGTON,MELBOURNE METROPOLITAN (CENTRAL),59 C6,79 B7,point,daily works,0 to 5 min,40,2,1;2;3;4;5;7;6,2018-08-07T05:28:53,2018-08-07T05:20:53,POINT (145.032609660044 -37.8519816497012),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182912,182912,Utility works, road closed,Pending,2018-08-13T23:30:00,2018-10-15T04:30:00,Full week including weekends - Sunday to Saturday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BALLAN ROAD ,MANOR LAKES BOULEVARD ,,MANOR LAKES,,AO,C703,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),204 K1,78 B8,point,daily works,0 to 5 min,40,1,1;2;3;4;5;7;6,2018-08-13T03:17:16,2018-08-13T03:14:16,POINT (144.616864206939 -37.8768174769802),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182928,182928,Road maintenance,1 lane closed both directions,Pending,2018-08-14T11:00:00,2018-10-14T18:00:00,other daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,OHERNS ROAD ,,EPPING,,FW,M31,WHITTLESEA,MELBOURNE METROPOLITAN (CENTRAL),181 D7,427 C11,point,daily works,0 to 5 min,40,1,1;2;3;4;7,2018-08-16T19:13:24,2018-08-13T05:55:44,POINT (144.993328935552 -37.6340898686756),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182931,182931,Utility works,1 lane closed southbound,Pending,2018-08-14T11:00:00,2018-08-29T03:30:00,other daily works from 09:00 PM to 01:30 PM. Roadworks speed limit 40 km/h. Traffic delay nil. ,PRINCES FREEWAY ,KOROROIT CREEK-PRINCES OUT RAMP ON,,ALTONA,,FW,M1,HOBSONS BAY,MELBOURNE METROPOLITAN (CENTRAL),53 G5,436 D11,point,daily works,Nil,40,1,1;2;3;4;7,2018-08-13T06:53:52,2018-08-13T06:46:57,POINT (144.783552659803 -37.8455432966523),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182158,182158,Road construction, road closed,Pending,2018-07-29T09:00:00,2018-08-30T20:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 PM to 06:00 AM. Roadworks speed limit 60 km/h. Traffic delay 6 to 10 min. ,LIGHTWOOD ROAD ,CORRIGAN ROAD ,,NOBLE PARK,,MU,,DANDENONG,MELBOURNE METROPOLITAN (CENTRAL),80 D12,448 C5,point,daily works,6 to 10 min,60,0,1;2;3;4;5;7;6,2018-07-30T19:55:00,2018-07-27T00:09:04,POINT (145.169048270121 -37.9616614354793),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182150,182150,Road maintenance,1 lane closed southbound,Pending,2018-07-29T21:00:00,2018-08-30T07:30:00,Weekdays only - Monday to Friday daily works from 07:00 AM to 05:30 PM. Roadworks speed limit 60 km/h. Traffic delay nil. ,HUME FREEWAY ,HUME,,SEYMOUR,,FW,M31,MITCHELL,HUME (NORTH EAST),,46 C9,point,daily works,Nil,60,1,1;2;3;4;5,2018-07-26T07:30:33,2018-07-26T07:21:25,POINT (145.122430504856 -36.9856205278704),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181906,181906,Road construction,2 lanes closed southbound,Pending,2018-08-10T20:30:00,2018-08-26T07:00:00,"City Road south bound carriageway closure at Power St due to tower crane dismantle works, only one lane open for north bound traffic. Works happens on 25 and 26 August. Traffic delay 6 to 10 min. ",CITY ROAD ,CITY ROAD ,,SOUTHBANK,,AO,,MELBOURNE,MELBOURNE METROPOLITAN (CENTRAL),2F D9,437 B9,point,continuous works,6 to 10 min,40,2,7;6,2018-08-21T08:14:46,2018-07-22T23:52:03,POINT (144.961877302622 -37.8244280072776),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182280,182280,Road maintenance, road closed,Pending,2018-07-31T23:30:00,2018-12-03T04:30:00,Weekdays only - Monday to Friday daily works from 09:30 AM to 03:30 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,BUCKLEY STREET ,MCNAB AVENUE ,,FOOTSCRAY,,AO,,MARIBYRNONG,MELBOURNE METROPOLITAN (CENTRAL),2S F10,78 G6,point,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-07-31T02:03:30,2018-07-31T01:58:03,POINT (144.899430906765 -37.804031822795),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182110,182110,Road maintenance,1 lane closed northbound,Pending,2018-07-30T11:00:00,2018-09-29T19:00:00,other daily works from 09:00 PM to 05:00 AM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,HUME FREEWAY ,HUME OUT-BROADFORD-FLOWERDALE RAMP OF,,BROADFORD,,FW,M31,MITCHELL,HUME (NORTH EAST),,61 C5,point,daily works,0 to 5 min,40,1,1;2;3;4;7,2018-08-23T00:55:08,2018-07-26T02:57:03,POINT (145.06717682297 -37.2101390054184),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182320,182320,Road maintenance,1 lane closed inbound,Pending,2018-08-01T00:00:00,2019-08-24T05:00:00,Weekdays only - Monday to Friday daily works from 10:00 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,POINT COOK ROAD ,,LAVERTON,,FW,M1,WYNDHAM,MELBOURNE METROPOLITAN (CENTRAL),53 B11,436 C12,point,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-07-31T07:16:15,2018-07-31T07:14:42,POINT (144.759830571669 -37.8688939375774),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182245,182245,Road construction, road closed,Pending,2018-08-01T20:00:00,2018-08-25T08:00:00,Full week including weekends - Sunday to Saturday continuous works 24 hours a day. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,POATH ROAD ,RAILWAY PARADE ,,MURRUMBEENA,,MU,,"MONASH, GLEN EIRA",MELBOURNE METROPOLITAN (CENTRAL),69 C6,79 C8,point,continuous works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-16T04:45:16,2018-07-30T01:36:28,POINT (145.076753639114 -37.8946004267756),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182325,182325,Road maintenance,1 lane closed both directions,Pending,2018-08-01T00:00:00,2018-08-24T05:00:00,Weekdays only - Monday to Friday daily works from 10:00 AM to 03:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,PRINCES FREEWAY ,KOROROIT CREEK ROAD ,,LAVERTON,,FW,M1,"WYNDHAM, HOBSONS BAY",MELBOURNE METROPOLITAN (CENTRAL),53 G4,436 D11,point,daily works,0 to 5 min,40,1,1;2;3;4;5,2018-07-31T07:19:48,2018-07-31T07:17:37,POINT (144.78491968644 -37.8445495686396),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182569,182569,Road maintenance,2 lanes closed southbound,Pending,2018-08-18T21:00:00,2018-08-26T07:00:00,Bay St closed WB between Graham St to Rouse St on Sunday 19/08/2018 from 7am - 5pm. Traffic is being diverted via Graham St. ,BAY STREET ,GRAHAM STREET ,,PORT MELBOURNE,,AO,,PORT PHILLIP,MELBOURNE METROPOLITAN (CENTRAL),57 C3,78 H7,point,daily works,6 to 10 min,40,2,7,2018-08-17T00:24:59,2018-08-06T05:08:50,POINT (144.94056743529 -37.8405184958568),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182370,182370,Sporting/social event, road closed,Pending,2018-08-17T20:00:00,2019-08-18T04:30:00,Event from 06:00 AM to 02:30 PM. Event speed limit nil. Traffic delay 0 to 5 min. ,KAY STREET ,KAY STREET ,,TRARALGON,,MU,,LATROBE,GIPPSLAND (EAST),,696 H6,point,daily works,0 to 5 min,0,2,6,2018-08-01T06:05:41,2018-08-01T06:02:34,POINT (146.53554178081 -38.1944107136081),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.181842,181842,Road construction, road closed,Pending,2018-07-20T20:00:00,2018-09-05T07:00:00,Full week including weekends - Sunday to Saturday daily works from 06:00 AM to 05:00 PM. Roadworks speed limit nil. Traffic delay 6 to 10 min. ,BURKE ROAD ,CARROLL CRESCENT ,,GLEN IRIS,,AO,,STONNINGTON,MELBOURNE METROPOLITAN (CENTRAL),59 H7,79 B7,point,daily works,6 to 10 min,0,0,1;2;3;4;5;7;6,2018-07-20T03:10:10,2018-07-20T02:40:54,POINT (145.052446165977 -37.8533096918833),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.183207,183207,Utility works, road closed,Pending,2018-07-29T21:00:00,2018-11-30T05:00:00,Full week including weekends - Sunday to Saturday daily works from 07:00 AM to 04:00 PM. Roadworks speed limit 40 km/h. Traffic delay 0 to 5 min. ,VICTORIA PARADE ,GEORGE STREET ,,FITZROY,,AO,,YARRA,MELBOURNE METROPOLITAN (CENTRAL),2C B12,437 B8,point,daily works,0 to 5 min,40,0,1;2;3;4;5;7;6,2018-08-17T08:43:35,2018-08-17T08:40:06,POINT (144.980280026524 -37.808489826281),2018-08-23T15:13:28,2018-08-23T15:15:30.772
rwe_point.182210,182210,Road maintenance, road closed,Pending,2018-08-05T22:00:00,2018-11-06T06:00:00,Full week including weekends - Sunday to Saturday daily works from 08:00 AM to 05:00 PM. Roadworks speed limit nil. Traffic delay 0 to 5 min. ,BARKERS ROAD ,XAVIER AVENUE ,,HAWTHORN,,AO,,BOROONDARA,MELBOURNE METROPOLITAN (CENTRAL),45 D8,79 B7,point,daily works,0 to 5 min,0,0,1;2;3;4;5;7;6,2018-07-27T06:34:01,2018-07-27T06:33:09,POINT (145.035789570319 -37.814572283063),2018-08-23T15:13:28,2018-08-23T15:15:30.772
